
Odczyt danych o terrainie z pliku teren2.map

  size sektora = 480.000000
  czas odnowy przedmiotu = 120.000000
  if_toroidal_world = 0
  border_x = -1.000000
  border_z = -1.000000
  liczba sekt. = 372
    mapa w=0, k=0, l.oczek = 16
wstawiam przedmiot 22699088: beczka o wartosci 10.000000 i srednicy 0.525306 w sektor w = -1, k = 1
  przedm.76, type = 1, value = 10.000000
wstawiam przedmiot 22699184: beczka o wartosci 10.000000 i srednicy 0.525306 w sektor w = -1, k = 1
  przedm.77, type = 1, value = 10.000000
wstawiam przedmiot 22699280: beczka o wartosci 10.000000 i srednicy 0.525306 w sektor w = -1, k = 1
  przedm.78, type = 2, value = 20.000000
wstawiam przedmiot 22699376: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 0
  przedm.79, type = 2, value = 20.000000
wstawiam przedmiot 22699472: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 0
  przedm.80, type = 2, value = 20.000000
wstawiam przedmiot 22699568: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 0
  przedm.81, type = 2, value = 20.000000
wstawiam przedmiot 22699664: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 1
  przedm.82, type = 2, value = 20.000000
wstawiam przedmiot 22699760: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 1
  przedm.83, type = 2, value = 20.000000
wstawiam przedmiot 22699856: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 1
  przedm.84, type = 2, value = 20.000000
wstawiam przedmiot 22699952: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 1
  przedm.85, type = 2, value = 20.000000
wstawiam przedmiot 22700048: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 1
  przedm.86, type = 2, value = 20.000000
wstawiam przedmiot 22700144: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 1
  przedm.87, type = 2, value = 20.000000
wstawiam przedmiot 22700240: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 1
  przedm.88, type = 2, value = 20.000000
wstawiam przedmiot 22700336: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 1
  przedm.89, type = 2, value = 20.000000
wstawiam przedmiot 22700432: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 1
  przedm.90, type = 2, value = 20.000000
wstawiam przedmiot 22700528: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 1
  przedm.91, type = 2, value = 20.000000
wstawiam przedmiot 22700624: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 0
  przedm.92, type = 2, value = 20.000000
wstawiam przedmiot 22700720: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 0
  przedm.93, type = 2, value = 20.000000
wstawiam przedmiot 22700816: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 0
  przedm.94, type = 2, value = 20.000000
wstawiam przedmiot 22700912: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 0
  przedm.95, type = 2, value = 20.000000
wstawiam przedmiot 22701008: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 0
  przedm.96, type = 2, value = 20.000000
wstawiam przedmiot 22701104: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 0
  przedm.97, type = 2, value = 20.000000
wstawiam przedmiot 22701200: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 0
  przedm.98, type = 2, value = 20.000000
wstawiam przedmiot 22701296: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 0
  przedm.99, type = 2, value = 20.000000
wstawiam przedmiot 22701392: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 0
  przedm.100, type = 2, value = 20.000000
wstawiam przedmiot 22701488: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 0
  przedm.101, type = 2, value = 20.000000
wstawiam przedmiot 22701584: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 0
  przedm.102, type = 2, value = 20.000000
wstawiam przedmiot 22701680: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 0
  przedm.103, type = 2, value = 20.000000
wstawiam przedmiot 22701776: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 0
  przedm.104, type = 2, value = 20.000000
wstawiam przedmiot 22701872: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 0
  przedm.105, type = 2, value = 20.000000
wstawiam przedmiot 22701968: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 0
  przedm.106, type = 2, value = 20.000000
wstawiam przedmiot 22702064: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 0
  przedm.107, type = 2, value = 20.000000
wstawiam przedmiot 22702160: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 0
  przedm.108, type = 2, value = 20.000000
wstawiam przedmiot 22702256: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 0
  przedm.109, type = 2, value = 20.000000
wstawiam przedmiot 22702352: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 0
  przedm.110, type = 2, value = 20.000000
wstawiam przedmiot 22702448: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 0
  przedm.111, type = 1, value = 10.000000
wstawiam przedmiot 22702544: beczka o wartosci 10.000000 i srednicy 0.525306 w sektor w = 0, k = 0
  przedm.112, type = 0, value = 100.000000
wstawiam przedmiot 22702640: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 0, k = 0
  przedm.113, type = 0, value = 100.000000
wstawiam przedmiot 22702736: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 0, k = 0
  przedm.114, type = 0, value = 100.000000
wstawiam przedmiot 22702832: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 0, k = 0
  przedm.115, type = 0, value = 100.000000
wstawiam przedmiot 22702928: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 0, k = 0
  przedm.116, type = 0, value = 100.000000
wstawiam przedmiot 22703024: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 0, k = 0
  przedm.117, type = 0, value = 100.000000
wstawiam przedmiot 22703120: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 0, k = 0
  przedm.118, type = 0, value = 100.000000
wstawiam przedmiot 22703216: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = -1, k = 0
  przedm.119, type = 0, value = 100.000000
wstawiam przedmiot 22703312: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 0, k = 0
  przedm.120, type = 0, value = 100.000000
wstawiam przedmiot 22703408: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 0, k = 0
  przedm.121, type = 0, value = 100.000000
wstawiam przedmiot 22703504: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 0, k = 0
  przedm.122, type = 0, value = 100.000000
wstawiam przedmiot 22703600: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 0, k = 0
  przedm.123, type = 0, value = 100.000000
wstawiam przedmiot 22703696: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 0, k = 0
  przedm.124, type = 0, value = 100.000000
wstawiam przedmiot 22703792: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 0, k = 0
  przedm.125, type = 0, value = 100.000000
wstawiam przedmiot 22703888: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 0, k = 0
  przedm.126, type = 0, value = 100.000000
wstawiam przedmiot 22703984: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 0, k = 0
  przedm.127, type = 0, value = 100.000000
wstawiam przedmiot 22704080: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 0, k = 0
  przedm.128, type = 0, value = 100.000000
wstawiam przedmiot 22704176: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 0, k = 0
  przedm.129, type = 0, value = 100.000000
wstawiam przedmiot 22704272: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 0, k = 0
  przedm.130, type = 0, value = 100.000000
wstawiam przedmiot 22704368: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 0, k = 0
  przedm.131, type = 0, value = 100.000000
wstawiam przedmiot 22704464: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 0, k = 0
  przedm.132, type = 0, value = 100.000000
wstawiam przedmiot 22704560: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 1, k = -1
  przedm.133, type = 0, value = 100.000000
wstawiam przedmiot 22704656: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 1, k = -1
  przedm.134, type = 0, value = 100.000000
wstawiam przedmiot 22704752: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 1, k = -1
  przedm.135, type = 0, value = 100.000000
wstawiam przedmiot 22704848: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 1, k = -1
  przedm.136, type = 0, value = 100.000000
wstawiam przedmiot 22704944: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 1, k = -1
  przedm.137, type = 0, value = 100.000000
wstawiam przedmiot 22705040: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 1, k = -1
  przedm.138, type = 0, value = 100.000000
wstawiam przedmiot 22705136: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 1, k = -1
  przedm.139, type = 0, value = 100.000000
wstawiam przedmiot 22705232: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 1, k = -1
  przedm.140, type = 0, value = 100.000000
wstawiam przedmiot 22705328: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 1, k = -1
  przedm.141, type = 0, value = 100.000000
wstawiam przedmiot 22705424: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 1, k = -1
  przedm.142, type = 0, value = 100.000000
wstawiam przedmiot 22705520: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 1, k = -1
  przedm.143, type = 0, value = 100.000000
wstawiam przedmiot 22705616: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 1, k = -1
  przedm.144, type = 0, value = 100.000000
wstawiam przedmiot 22705712: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 1, k = -1
  przedm.145, type = 0, value = 100.000000
wstawiam przedmiot 22705808: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 1, k = -1
  przedm.146, type = 0, value = 100.000000
wstawiam przedmiot 22705904: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 1, k = -1
  przedm.147, type = 0, value = 100.000000
wstawiam przedmiot 22706000: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 1, k = -1
  przedm.148, type = 0, value = 100.000000
wstawiam przedmiot 22706096: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 1, k = -1
  przedm.149, type = 0, value = 100.000000
wstawiam przedmiot 22706192: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 1, k = -1
  przedm.150, type = 0, value = 100.000000
wstawiam przedmiot 22706288: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 1, k = -1
  przedm.151, type = 0, value = 100.000000
wstawiam przedmiot 22706384: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 1, k = -1
  przedm.152, type = 4, value = 0.000000
wstawiam przedmiot 22706480: krawedz o wartosci 0.000000 i srednicy 0.000000 w sektor w = 1, k = -1
  przedm.153, type = 1, value = 10.000000
wstawiam przedmiot 22706576: beczka o wartosci 10.000000 i srednicy 0.525306 w sektor w = 1, k = -1
  przedm.154, type = 1, value = 10.000000
wstawiam przedmiot 22706672: beczka o wartosci 10.000000 i srednicy 0.525306 w sektor w = 1, k = -1
  przedm.155, type = 1, value = 10.000000
wstawiam przedmiot 22706768: beczka o wartosci 10.000000 i srednicy 0.525306 w sektor w = 1, k = -1
  przedm.156, type = 1, value = 10.000000
wstawiam przedmiot 22706864: beczka o wartosci 10.000000 i srednicy 0.525306 w sektor w = 1, k = -1
  przedm.157, type = 1, value = 10.000000
wstawiam przedmiot 22706960: beczka o wartosci 10.000000 i srednicy 0.525306 w sektor w = 1, k = -1
  przedm.158, type = 1, value = 10.000000
wstawiam przedmiot 22707056: beczka o wartosci 10.000000 i srednicy 0.525306 w sektor w = 1, k = -1
  przedm.159, type = 1, value = 10.000000
wstawiam przedmiot 22707152: beczka o wartosci 10.000000 i srednicy 0.525306 w sektor w = 1, k = -1
  przedm.160, type = 1, value = 10.000000
wstawiam przedmiot 22707248: beczka o wartosci 10.000000 i srednicy 0.525306 w sektor w = 1, k = -1
  przedm.161, type = 1, value = 10.000000
wstawiam przedmiot 22707344: beczka o wartosci 10.000000 i srednicy 0.525306 w sektor w = 2, k = -4
  przedm.162, type = 1, value = 10.000000
wstawiam przedmiot 22707440: beczka o wartosci 10.000000 i srednicy 0.525306 w sektor w = 2, k = -4
  przedm.163, type = 1, value = 10.000000
wstawiam przedmiot 22707536: beczka o wartosci 10.000000 i srednicy 0.525306 w sektor w = 2, k = -4
  przedm.164, type = 1, value = 10.000000
wstawiam przedmiot 22707632: beczka o wartosci 10.000000 i srednicy 0.525306 w sektor w = 2, k = -4
  przedm.165, type = 1, value = 10.000000
wstawiam przedmiot 22707728: beczka o wartosci 10.000000 i srednicy 0.525306 w sektor w = 2, k = -4
  przedm.166, type = 1, value = 10.000000
wstawiam przedmiot 22707824: beczka o wartosci 10.000000 i srednicy 0.525306 w sektor w = 2, k = -4
  przedm.167, type = 1, value = 10.000000
wstawiam przedmiot 22707920: beczka o wartosci 10.000000 i srednicy 0.525306 w sektor w = 2, k = -4
  przedm.168, type = 1, value = 10.000000
wstawiam przedmiot 22708016: beczka o wartosci 10.000000 i srednicy 0.525306 w sektor w = 2, k = -4
  przedm.169, type = 1, value = 10.000000
wstawiam przedmiot 22708112: beczka o wartosci 10.000000 i srednicy 0.525306 w sektor w = 2, k = -4
  przedm.170, type = 1, value = 10.000000
wstawiam przedmiot 22708208: beczka o wartosci 10.000000 i srednicy 0.525306 w sektor w = 2, k = -4
  przedm.171, type = 1, value = 10.000000
wstawiam przedmiot 22708304: beczka o wartosci 10.000000 i srednicy 0.525306 w sektor w = 2, k = -4
  przedm.172, type = 0, value = 100.000000
wstawiam przedmiot 22708400: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 4, k = -6
  przedm.173, type = 0, value = 100.000000
wstawiam przedmiot 22708496: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 4, k = -6
  przedm.174, type = 0, value = 100.000000
wstawiam przedmiot 22708592: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 4, k = -6
  przedm.175, type = 0, value = 100.000000
wstawiam przedmiot 22708688: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 4, k = -6
  przedm.176, type = 0, value = 100.000000
wstawiam przedmiot 22708784: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 4, k = -6
  przedm.177, type = 0, value = 100.000000
wstawiam przedmiot 22708880: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 4, k = -6
  przedm.178, type = 0, value = 100.000000
wstawiam przedmiot 22708976: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 4, k = -6
  przedm.179, type = 0, value = 100.000000
wstawiam przedmiot 22709072: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 4, k = -6
  przedm.180, type = 0, value = 100.000000
wstawiam przedmiot 22709168: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 4, k = -6
  przedm.181, type = 0, value = 100.000000
wstawiam przedmiot 22709264: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 4, k = -6
  przedm.182, type = 0, value = 100.000000
wstawiam przedmiot 22709360: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 4, k = -6
  przedm.183, type = 0, value = 100.000000
wstawiam przedmiot 22709456: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 5, k = -6
  przedm.184, type = 0, value = 100.000000
wstawiam przedmiot 22709552: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 5, k = -6
  przedm.185, type = 0, value = 100.000000
wstawiam przedmiot 22709648: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 5, k = -6
  przedm.186, type = 0, value = 100.000000
wstawiam przedmiot 22709744: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 5, k = -6
  przedm.187, type = 0, value = 100.000000
wstawiam przedmiot 22709840: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 5, k = -6
  przedm.188, type = 0, value = 100.000000
wstawiam przedmiot 22709936: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 5, k = -6
  przedm.189, type = 2, value = 27.625233
wstawiam przedmiot 22710032: drzewo o wartosci 27.625233 i srednicy 1.340631 w sektor w = 4, k = -6
  przedm.190, type = 1, value = 2560.000000
wstawiam przedmiot 22710128: beczka o wartosci 2560.000000 i srednicy 4.827341 w sektor w = 2, k = -3
  przedm.191, type = 2, value = 33.426533
wstawiam przedmiot 22710224: drzewo o wartosci 33.426533 i srednicy 1.485663 w sektor w = 6, k = -9
  przedm.192, type = 2, value = 33.426533
wstawiam przedmiot 22710320: drzewo o wartosci 33.426533 i srednicy 1.485663 w sektor w = 4, k = -6
  przedm.193, type = 2, value = 33.426533
wstawiam przedmiot 22710416: drzewo o wartosci 33.426533 i srednicy 1.485663 w sektor w = 4, k = -6
  przedm.194, type = 2, value = 33.426533
wstawiam przedmiot 22710512: drzewo o wartosci 33.426533 i srednicy 1.485663 w sektor w = 4, k = -6
  przedm.195, type = 2, value = 33.426533
wstawiam przedmiot 22710608: drzewo o wartosci 33.426533 i srednicy 1.485663 w sektor w = 4, k = -6
  przedm.196, type = 2, value = 33.426533
wstawiam przedmiot 22710704: drzewo o wartosci 33.426533 i srednicy 1.485663 w sektor w = 4, k = -6
  przedm.197, type = 2, value = 33.426533
wstawiam przedmiot 22710800: drzewo o wartosci 33.426533 i srednicy 1.485663 w sektor w = 4, k = -6
  przedm.198, type = 2, value = 33.426533
wstawiam przedmiot 22710896: drzewo o wartosci 33.426533 i srednicy 1.485663 w sektor w = 4, k = -6
  przedm.199, type = 2, value = 33.426533
wstawiam przedmiot 22710992: drzewo o wartosci 33.426533 i srednicy 1.485663 w sektor w = 4, k = -6
  przedm.200, type = 2, value = 27.625233
wstawiam przedmiot 22711088: drzewo o wartosci 27.625233 i srednicy 1.340631 w sektor w = 4, k = -6
  przedm.201, type = 2, value = 27.625233
wstawiam przedmiot 22711184: drzewo o wartosci 27.625233 i srednicy 1.340631 w sektor w = 4, k = -6
  przedm.202, type = 2, value = 27.625233
wstawiam przedmiot 22711280: drzewo o wartosci 27.625233 i srednicy 1.340631 w sektor w = 4, k = -6
  przedm.203, type = 2, value = 27.625233
wstawiam przedmiot 22711376: drzewo o wartosci 27.625233 i srednicy 1.340631 w sektor w = 4, k = -6
  przedm.204, type = 2, value = 27.625233
wstawiam przedmiot 22711472: drzewo o wartosci 27.625233 i srednicy 1.340631 w sektor w = 4, k = -6
  przedm.205, type = 2, value = 27.625233
wstawiam przedmiot 22711568: drzewo o wartosci 27.625233 i srednicy 1.340631 w sektor w = 4, k = -6
  przedm.206, type = 2, value = 27.625233
wstawiam przedmiot 22711664: drzewo o wartosci 27.625233 i srednicy 1.340631 w sektor w = 4, k = -5
  przedm.207, type = 2, value = 27.625233
wstawiam przedmiot 22711760: drzewo o wartosci 27.625233 i srednicy 1.340631 w sektor w = 4, k = -5
  przedm.208, type = 2, value = 27.625233
wstawiam przedmiot 22711856: drzewo o wartosci 27.625233 i srednicy 1.340631 w sektor w = 4, k = -6
  przedm.209, type = 2, value = 27.625233
wstawiam przedmiot 22711952: drzewo o wartosci 27.625233 i srednicy 1.340631 w sektor w = 4, k = -6
  przedm.210, type = 2, value = 27.625233
wstawiam przedmiot 22712048: drzewo o wartosci 27.625233 i srednicy 1.340631 w sektor w = 4, k = -6
  przedm.211, type = 2, value = 27.625233
wstawiam przedmiot 22712144: drzewo o wartosci 27.625233 i srednicy 1.340631 w sektor w = 4, k = -6
  przedm.212, type = 2, value = 27.625233
wstawiam przedmiot 22712240: drzewo o wartosci 27.625233 i srednicy 1.340631 w sektor w = 5, k = -6
  przedm.213, type = 2, value = 27.625233
wstawiam przedmiot 22712336: drzewo o wartosci 27.625233 i srednicy 1.340631 w sektor w = 5, k = -6
  przedm.214, type = 2, value = 27.625233
wstawiam przedmiot 22712432: drzewo o wartosci 27.625233 i srednicy 1.340631 w sektor w = -2, k = 0
  przedm.215, type = 2, value = 27.625233
wstawiam przedmiot 22712528: drzewo o wartosci 27.625233 i srednicy 1.340631 w sektor w = -2, k = 0
  przedm.216, type = 2, value = 27.625233
wstawiam przedmiot 22712624: drzewo o wartosci 27.625233 i srednicy 1.340631 w sektor w = -2, k = 0
  przedm.217, type = 2, value = 22.830770
wstawiam przedmiot 22712720: drzewo o wartosci 22.830770 i srednicy 1.220769 w sektor w = -1, k = 1
  przedm.218, type = 2, value = 22.830770
wstawiam przedmiot 22712816: drzewo o wartosci 22.830770 i srednicy 1.220769 w sektor w = -2, k = 0
  przedm.219, type = 2, value = 22.830770
wstawiam przedmiot 22712912: drzewo o wartosci 22.830770 i srednicy 1.220769 w sektor w = -2, k = 0
  przedm.220, type = 2, value = 22.830770
wstawiam przedmiot 22713008: drzewo o wartosci 22.830770 i srednicy 1.220769 w sektor w = -2, k = 0
  przedm.221, type = 2, value = 22.830770
wstawiam przedmiot 22713104: drzewo o wartosci 22.830770 i srednicy 1.220769 w sektor w = 0, k = 0
  przedm.222, type = 2, value = 22.830770
wstawiam przedmiot 22713200: drzewo o wartosci 22.830770 i srednicy 1.220769 w sektor w = 0, k = 0
  przedm.223, type = 2, value = 22.830770
wstawiam przedmiot 22713296: drzewo o wartosci 22.830770 i srednicy 1.220769 w sektor w = -1, k = 1
Koniec wczytywania danych o terrainie.
Nowy obiekt: iID = 527
Nowy obiekt: iID = 41
Odebrano NEGOTIATION_INITIATE od ID: 540, propozycja: cash 50.00%, fuel 50.00%
Klawisz 'C' wcisniety. Aktualny stan negocjacji: 2, partner_id: 540
Stan zmieniony na NEG_ENTERING_CASH_OFFER. Komunikat: Podaj swoj % udzialu w GOTOWCE (0-100) dla ID 540, Enter zatwierdza:
Odebrano NEGOTIATION_ACCEPT od ID: 540. Ustalono podzial: cash 40.00% (dla mnie), fuel 60.00% (dla mnie)
Koniec interakcji
