Nie dalo sie otworzyc pliku teren2.map do odczytu!

Odczyt danych o terrainie z pliku ..\teren2.map

  size sektora = 480.000000
  czas odnowy przedmiotu = 120.000000
  if_toroidal_world = 0
  border_x = -1.000000
  border_z = -1.000000
  liczba sekt. = 372
    mapa w=0, k=0, l.oczek = 16
wstawiam przedmiot 21409848: beczka o wartosci 10.000000 i srednicy 0.525306 w sektor w = -1, k = 1
  przedm.75, type = 1, value = 10.000000
wstawiam przedmiot 21409944: beczka o wartosci 10.000000 i srednicy 0.525306 w sektor w = -1, k = 1
  przedm.76, type = 1, value = 10.000000
wstawiam przedmiot 21410040: beczka o wartosci 10.000000 i srednicy 0.525306 w sektor w = -1, k = 1
  przedm.77, type = 1, value = 10.000000
wstawiam przedmiot 21410136: beczka o wartosci 10.000000 i srednicy 0.525306 w sektor w = -1, k = 1
  przedm.78, type = 2, value = 20.000000
wstawiam przedmiot 21410232: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 0
  przedm.79, type = 2, value = 20.000000
wstawiam przedmiot 21410328: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 0
  przedm.80, type = 2, value = 20.000000
wstawiam przedmiot 21410424: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 0
  przedm.81, type = 2, value = 20.000000
wstawiam przedmiot 21410520: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 1
  przedm.82, type = 2, value = 20.000000
wstawiam przedmiot 21410616: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 1
  przedm.83, type = 2, value = 20.000000
wstawiam przedmiot 21410712: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 1
  przedm.84, type = 2, value = 20.000000
wstawiam przedmiot 21410808: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 1
  przedm.85, type = 2, value = 20.000000
wstawiam przedmiot 21410904: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 1
  przedm.86, type = 2, value = 20.000000
wstawiam przedmiot 21411000: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 1
  przedm.87, type = 2, value = 20.000000
wstawiam przedmiot 21411096: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 1
  przedm.88, type = 2, value = 20.000000
wstawiam przedmiot 21411192: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 1
  przedm.89, type = 2, value = 20.000000
wstawiam przedmiot 21411288: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 1
  przedm.90, type = 2, value = 20.000000
wstawiam przedmiot 21411384: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 1
  przedm.91, type = 2, value = 20.000000
wstawiam przedmiot 21411480: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 0
  przedm.92, type = 2, value = 20.000000
wstawiam przedmiot 21411576: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 0
  przedm.93, type = 2, value = 20.000000
wstawiam przedmiot 21411672: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 0
  przedm.94, type = 2, value = 20.000000
wstawiam przedmiot 21411768: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 0
  przedm.95, type = 2, value = 20.000000
wstawiam przedmiot 21411864: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 0
  przedm.96, type = 2, value = 20.000000
wstawiam przedmiot 21411960: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 0
  przedm.97, type = 2, value = 20.000000
wstawiam przedmiot 21412056: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 0
  przedm.98, type = 2, value = 20.000000
wstawiam przedmiot 21412152: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 0
  przedm.99, type = 2, value = 20.000000
wstawiam przedmiot 21412248: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 0
  przedm.100, type = 2, value = 20.000000
wstawiam przedmiot 21412344: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 0
  przedm.101, type = 2, value = 20.000000
wstawiam przedmiot 21412440: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 0
  przedm.102, type = 2, value = 20.000000
wstawiam przedmiot 21412536: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 0
  przedm.103, type = 2, value = 20.000000
wstawiam przedmiot 21412632: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 0
  przedm.104, type = 2, value = 20.000000
wstawiam przedmiot 21412728: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 0
  przedm.105, type = 2, value = 20.000000
wstawiam przedmiot 21412824: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 0
  przedm.106, type = 2, value = 20.000000
wstawiam przedmiot 21412920: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 0
  przedm.107, type = 2, value = 20.000000
wstawiam przedmiot 21413016: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 0
  przedm.108, type = 2, value = 20.000000
wstawiam przedmiot 21413112: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 0
  przedm.109, type = 2, value = 20.000000
wstawiam przedmiot 21413208: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 0
  przedm.110, type = 2, value = 20.000000
wstawiam przedmiot 21413304: drzewo o wartosci 20.000000 i srednicy 2.000000 w sektor w = 0, k = 0
  przedm.111, type = 1, value = 10.000000
wstawiam przedmiot 21413400: beczka o wartosci 10.000000 i srednicy 0.525306 w sektor w = 0, k = 0
  przedm.112, type = 0, value = 100.000000
wstawiam przedmiot 21413496: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 0, k = 0
  przedm.113, type = 0, value = 100.000000
wstawiam przedmiot 21413592: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 0, k = 0
  przedm.114, type = 0, value = 100.000000
wstawiam przedmiot 21413688: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 0, k = 0
  przedm.115, type = 0, value = 100.000000
wstawiam przedmiot 21413784: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 0, k = 0
  przedm.116, type = 0, value = 100.000000
wstawiam przedmiot 21413880: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 0, k = 0
  przedm.117, type = 0, value = 100.000000
wstawiam przedmiot 21413976: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 0, k = 0
  przedm.118, type = 0, value = 100.000000
wstawiam przedmiot 21414072: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = -1, k = 0
  przedm.119, type = 0, value = 100.000000
wstawiam przedmiot 21414168: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 0, k = 0
  przedm.120, type = 0, value = 100.000000
wstawiam przedmiot 21414264: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 0, k = 0
  przedm.121, type = 0, value = 100.000000
wstawiam przedmiot 21414360: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 0, k = 0
  przedm.122, type = 0, value = 100.000000
wstawiam przedmiot 21414456: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 0, k = 0
  przedm.123, type = 0, value = 100.000000
wstawiam przedmiot 21414552: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 0, k = 0
  przedm.124, type = 0, value = 100.000000
wstawiam przedmiot 21414648: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 0, k = 0
  przedm.125, type = 0, value = 100.000000
wstawiam przedmiot 21414744: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 0, k = 0
  przedm.126, type = 0, value = 100.000000
wstawiam przedmiot 21414840: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 0, k = 0
  przedm.127, type = 0, value = 100.000000
wstawiam przedmiot 21414936: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 0, k = 0
  przedm.128, type = 0, value = 100.000000
wstawiam przedmiot 21415032: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 0, k = 0
  przedm.129, type = 0, value = 100.000000
wstawiam przedmiot 21415128: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 0, k = 0
  przedm.130, type = 0, value = 100.000000
wstawiam przedmiot 21415224: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 0, k = 0
  przedm.131, type = 0, value = 100.000000
wstawiam przedmiot 21415320: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 0, k = 0
  przedm.132, type = 0, value = 100.000000
wstawiam przedmiot 21415416: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 1, k = -1
  przedm.133, type = 0, value = 100.000000
wstawiam przedmiot 21415512: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 1, k = -1
  przedm.134, type = 0, value = 100.000000
wstawiam przedmiot 21415608: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 1, k = -1
  przedm.135, type = 0, value = 100.000000
wstawiam przedmiot 21415704: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 1, k = -1
  przedm.136, type = 0, value = 100.000000
wstawiam przedmiot 21415800: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 1, k = -1
  przedm.137, type = 0, value = 100.000000
wstawiam przedmiot 21415896: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 1, k = -1
  przedm.138, type = 0, value = 100.000000
wstawiam przedmiot 21415992: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 1, k = -1
  przedm.139, type = 0, value = 100.000000
wstawiam przedmiot 21416088: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 1, k = -1
  przedm.140, type = 0, value = 100.000000
wstawiam przedmiot 21416184: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 1, k = -1
  przedm.141, type = 0, value = 100.000000
wstawiam przedmiot 21416280: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 1, k = -1
  przedm.142, type = 0, value = 100.000000
wstawiam przedmiot 21416376: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 1, k = -1
  przedm.143, type = 0, value = 100.000000
wstawiam przedmiot 21416472: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 1, k = -1
  przedm.144, type = 0, value = 100.000000
wstawiam przedmiot 21416568: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 1, k = -1
  przedm.145, type = 0, value = 100.000000
wstawiam przedmiot 21416664: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 1, k = -1
  przedm.146, type = 0, value = 100.000000
wstawiam przedmiot 21416760: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 1, k = -1
  przedm.147, type = 0, value = 100.000000
wstawiam przedmiot 21416856: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 1, k = -1
  przedm.148, type = 0, value = 100.000000
wstawiam przedmiot 21416952: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 1, k = -1
  przedm.149, type = 0, value = 100.000000
wstawiam przedmiot 21417048: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 1, k = -1
  przedm.150, type = 0, value = 100.000000
wstawiam przedmiot 21417144: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 1, k = -1
  przedm.151, type = 0, value = 100.000000
wstawiam przedmiot 21417240: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 1, k = -1
  przedm.152, type = 4, value = 0.000000
wstawiam przedmiot 21417336: krawedz o wartosci 0.000000 i srednicy 0.000000 w sektor w = 1, k = -1
  przedm.153, type = 1, value = 10.000000
wstawiam przedmiot 21417432: beczka o wartosci 10.000000 i srednicy 0.525306 w sektor w = 1, k = -1
  przedm.154, type = 1, value = 10.000000
wstawiam przedmiot 21417528: beczka o wartosci 10.000000 i srednicy 0.525306 w sektor w = 1, k = -1
  przedm.155, type = 1, value = 10.000000
wstawiam przedmiot 21417624: beczka o wartosci 10.000000 i srednicy 0.525306 w sektor w = 1, k = -1
  przedm.156, type = 1, value = 10.000000
wstawiam przedmiot 21417720: beczka o wartosci 10.000000 i srednicy 0.525306 w sektor w = 1, k = -1
  przedm.157, type = 1, value = 10.000000
wstawiam przedmiot 21417816: beczka o wartosci 10.000000 i srednicy 0.525306 w sektor w = 1, k = -1
  przedm.158, type = 1, value = 10.000000
wstawiam przedmiot 21417912: beczka o wartosci 10.000000 i srednicy 0.525306 w sektor w = 1, k = -1
  przedm.159, type = 1, value = 10.000000
wstawiam przedmiot 21418008: beczka o wartosci 10.000000 i srednicy 0.525306 w sektor w = 1, k = -1
  przedm.160, type = 1, value = 10.000000
wstawiam przedmiot 21418104: beczka o wartosci 10.000000 i srednicy 0.525306 w sektor w = 1, k = -1
  przedm.161, type = 1, value = 10.000000
wstawiam przedmiot 21418200: beczka o wartosci 10.000000 i srednicy 0.525306 w sektor w = 2, k = -4
  przedm.162, type = 1, value = 10.000000
wstawiam przedmiot 21418296: beczka o wartosci 10.000000 i srednicy 0.525306 w sektor w = 2, k = -4
  przedm.163, type = 1, value = 10.000000
wstawiam przedmiot 21418392: beczka o wartosci 10.000000 i srednicy 0.525306 w sektor w = 2, k = -4
  przedm.164, type = 1, value = 10.000000
wstawiam przedmiot 21418488: beczka o wartosci 10.000000 i srednicy 0.525306 w sektor w = 2, k = -4
  przedm.165, type = 1, value = 10.000000
wstawiam przedmiot 21418584: beczka o wartosci 10.000000 i srednicy 0.525306 w sektor w = 2, k = -4
  przedm.166, type = 1, value = 10.000000
wstawiam przedmiot 21418680: beczka o wartosci 10.000000 i srednicy 0.525306 w sektor w = 2, k = -4
  przedm.167, type = 1, value = 10.000000
wstawiam przedmiot 21418776: beczka o wartosci 10.000000 i srednicy 0.525306 w sektor w = 2, k = -4
  przedm.168, type = 1, value = 10.000000
wstawiam przedmiot 21418872: beczka o wartosci 10.000000 i srednicy 0.525306 w sektor w = 2, k = -4
  przedm.169, type = 1, value = 10.000000
wstawiam przedmiot 21418968: beczka o wartosci 10.000000 i srednicy 0.525306 w sektor w = 2, k = -4
  przedm.170, type = 1, value = 10.000000
wstawiam przedmiot 21419064: beczka o wartosci 10.000000 i srednicy 0.525306 w sektor w = 2, k = -4
  przedm.171, type = 1, value = 10.000000
wstawiam przedmiot 21419160: beczka o wartosci 10.000000 i srednicy 0.525306 w sektor w = 2, k = -4
  przedm.172, type = 0, value = 100.000000
wstawiam przedmiot 21419256: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 4, k = -6
  przedm.173, type = 0, value = 100.000000
wstawiam przedmiot 21419352: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 4, k = -6
  przedm.174, type = 0, value = 100.000000
wstawiam przedmiot 21419448: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 4, k = -6
  przedm.175, type = 0, value = 100.000000
wstawiam przedmiot 21419544: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 4, k = -6
  przedm.176, type = 0, value = 100.000000
wstawiam przedmiot 21419640: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 4, k = -6
  przedm.177, type = 0, value = 100.000000
wstawiam przedmiot 21419736: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 4, k = -6
  przedm.178, type = 0, value = 100.000000
wstawiam przedmiot 21419832: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 4, k = -6
  przedm.179, type = 0, value = 100.000000
wstawiam przedmiot 21419928: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 4, k = -6
  przedm.180, type = 0, value = 100.000000
wstawiam przedmiot 21420024: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 4, k = -6
  przedm.181, type = 0, value = 100.000000
wstawiam przedmiot 21420120: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 4, k = -6
  przedm.182, type = 0, value = 100.000000
wstawiam przedmiot 21420216: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 4, k = -6
  przedm.183, type = 0, value = 100.000000
wstawiam przedmiot 21420312: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 5, k = -6
  przedm.184, type = 0, value = 100.000000
wstawiam przedmiot 21420408: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 5, k = -6
  przedm.185, type = 0, value = 100.000000
wstawiam przedmiot 21420504: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 5, k = -6
  przedm.186, type = 0, value = 100.000000
wstawiam przedmiot 21420600: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 5, k = -6
  przedm.187, type = 0, value = 100.000000
wstawiam przedmiot 21420696: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 5, k = -6
  przedm.188, type = 0, value = 100.000000
wstawiam przedmiot 21420792: moneta o wartosci 100.000000 i srednicy 1.000000 w sektor w = 5, k = -6
  przedm.189, type = 2, value = 27.625233
wstawiam przedmiot 21420888: drzewo o wartosci 27.625233 i srednicy 1.340631 w sektor w = 4, k = -6
  przedm.190, type = 1, value = 2560.000000
wstawiam przedmiot 21420984: beczka o wartosci 2560.000000 i srednicy 4.827341 w sektor w = 2, k = -3
  przedm.191, type = 2, value = 33.426533
wstawiam przedmiot 21421080: drzewo o wartosci 33.426533 i srednicy 1.485663 w sektor w = 6, k = -9
  przedm.192, type = 2, value = 33.426533
wstawiam przedmiot 21421176: drzewo o wartosci 33.426533 i srednicy 1.485663 w sektor w = 4, k = -6
  przedm.193, type = 2, value = 33.426533
wstawiam przedmiot 21421272: drzewo o wartosci 33.426533 i srednicy 1.485663 w sektor w = 4, k = -6
  przedm.194, type = 2, value = 33.426533
wstawiam przedmiot 21421368: drzewo o wartosci 33.426533 i srednicy 1.485663 w sektor w = 4, k = -6
  przedm.195, type = 2, value = 33.426533
wstawiam przedmiot 21421464: drzewo o wartosci 33.426533 i srednicy 1.485663 w sektor w = 4, k = -6
  przedm.196, type = 2, value = 33.426533
wstawiam przedmiot 21421560: drzewo o wartosci 33.426533 i srednicy 1.485663 w sektor w = 4, k = -6
  przedm.197, type = 2, value = 33.426533
wstawiam przedmiot 21421656: drzewo o wartosci 33.426533 i srednicy 1.485663 w sektor w = 4, k = -6
  przedm.198, type = 2, value = 33.426533
wstawiam przedmiot 21421752: drzewo o wartosci 33.426533 i srednicy 1.485663 w sektor w = 4, k = -6
  przedm.199, type = 2, value = 33.426533
wstawiam przedmiot 21421848: drzewo o wartosci 33.426533 i srednicy 1.485663 w sektor w = 4, k = -6
  przedm.200, type = 2, value = 27.625233
wstawiam przedmiot 21421944: drzewo o wartosci 27.625233 i srednicy 1.340631 w sektor w = 4, k = -6
  przedm.201, type = 2, value = 27.625233
wstawiam przedmiot 21422040: drzewo o wartosci 27.625233 i srednicy 1.340631 w sektor w = 4, k = -6
  przedm.202, type = 2, value = 27.625233
wstawiam przedmiot 21422136: drzewo o wartosci 27.625233 i srednicy 1.340631 w sektor w = 4, k = -6
  przedm.203, type = 2, value = 27.625233
wstawiam przedmiot 21422232: drzewo o wartosci 27.625233 i srednicy 1.340631 w sektor w = 4, k = -6
  przedm.204, type = 2, value = 27.625233
wstawiam przedmiot 21422328: drzewo o wartosci 27.625233 i srednicy 1.340631 w sektor w = 4, k = -6
  przedm.205, type = 2, value = 27.625233
wstawiam przedmiot 21422424: drzewo o wartosci 27.625233 i srednicy 1.340631 w sektor w = 4, k = -6
  przedm.206, type = 2, value = 27.625233
wstawiam przedmiot 21422520: drzewo o wartosci 27.625233 i srednicy 1.340631 w sektor w = 4, k = -5
  przedm.207, type = 2, value = 27.625233
wstawiam przedmiot 21422616: drzewo o wartosci 27.625233 i srednicy 1.340631 w sektor w = 4, k = -5
  przedm.208, type = 2, value = 27.625233
wstawiam przedmiot 21422712: drzewo o wartosci 27.625233 i srednicy 1.340631 w sektor w = 4, k = -6
  przedm.209, type = 2, value = 27.625233
wstawiam przedmiot 21422808: drzewo o wartosci 27.625233 i srednicy 1.340631 w sektor w = 4, k = -6
  przedm.210, type = 2, value = 27.625233
wstawiam przedmiot 21422904: drzewo o wartosci 27.625233 i srednicy 1.340631 w sektor w = 4, k = -6
  przedm.211, type = 2, value = 27.625233
wstawiam przedmiot 21423000: drzewo o wartosci 27.625233 i srednicy 1.340631 w sektor w = 4, k = -6
  przedm.212, type = 2, value = 27.625233
wstawiam przedmiot 21423096: drzewo o wartosci 27.625233 i srednicy 1.340631 w sektor w = 5, k = -6
  przedm.213, type = 2, value = 27.625233
wstawiam przedmiot 21423192: drzewo o wartosci 27.625233 i srednicy 1.340631 w sektor w = 5, k = -6
  przedm.214, type = 2, value = 27.625233
wstawiam przedmiot 21423288: drzewo o wartosci 27.625233 i srednicy 1.340631 w sektor w = -2, k = 0
  przedm.215, type = 2, value = 27.625233
wstawiam przedmiot 21423384: drzewo o wartosci 27.625233 i srednicy 1.340631 w sektor w = -2, k = 0
  przedm.216, type = 2, value = 27.625233
wstawiam przedmiot 21423480: drzewo o wartosci 27.625233 i srednicy 1.340631 w sektor w = -2, k = 0
  przedm.217, type = 2, value = 22.830770
wstawiam przedmiot 21423576: drzewo o wartosci 22.830770 i srednicy 1.220769 w sektor w = -1, k = 1
  przedm.218, type = 2, value = 22.830770
wstawiam przedmiot 21423672: drzewo o wartosci 22.830770 i srednicy 1.220769 w sektor w = -2, k = 0
  przedm.219, type = 2, value = 22.830770
wstawiam przedmiot 21423768: drzewo o wartosci 22.830770 i srednicy 1.220769 w sektor w = -2, k = 0
  przedm.220, type = 2, value = 22.830770
wstawiam przedmiot 21423864: drzewo o wartosci 22.830770 i srednicy 1.220769 w sektor w = -2, k = 0
  przedm.221, type = 2, value = 22.830770
wstawiam przedmiot 21423960: drzewo o wartosci 22.830770 i srednicy 1.220769 w sektor w = 0, k = 0
  przedm.222, type = 2, value = 22.830770
wstawiam przedmiot 21424056: drzewo o wartosci 22.830770 i srednicy 1.220769 w sektor w = 0, k = 0
  przedm.223, type = 2, value = 22.830770
wstawiam przedmiot 21424152: drzewo o wartosci 22.830770 i srednicy 1.220769 w sektor w = -1, k = 1
Koniec wczytywania danych o terrainie.
Nowy obiekt: iID = 912
Nowy obiekt: iID = 41
Koniec interakcji
wstawiam przedmiot 21944344: drzewo o wartosci 22.830770 i srednicy 1.220769 w sektor w = -1, k = 1
Koniec wczytywania danych o terrainie.
Nowy obiekt: iID = 886
Nowy obiekt: iID = 41
Odebrano NEGOTIATION_INITIATE od ID: 912, propozycja: cash 50.00%, fuel 50.00%
Koniec interakcji
